Name,Label,Intensity,FractionalEnrichment,UnlabeledFragment,NACorrected,CellLine,GrowthConditions,Treatment,Media
glutamine,C13-label-1,342.8187,0,glutamine,-371.0670734,H1299,sphere,NA,Regular
glutamine,C13-label-1,171.5264,0,glutamine,-1102.058928,H1299,sphere,NA,Regular
glutamine,C13-label-1,0,0,glutamine,-26.51608021,H1299,monolayer,NA,Regular
glutamine,C13-label-1,0,0,glutamine,-28.74432527,CFTr,monolayer,NA,C13 glucose
glutamine,C13-label-1,14,0,glutamine,-46.85394387,H1299,monolayer,NA,Regular
glutamine,C13-label-1,663.8098,0,glutamine,-382.1512795,CFTr,Sphere,NA,C13 glucose
glutamine,C13-label-1,425.9912,0,glutamine,-839.3359975,CFTr,Sphere,NA,Regular
glutamine,C13-label-1,303.7611,0,glutamine,-486.2264811,QC,NA,NA,NA
glutamine,C13-label-1,0,0,glutamine,-1.453320121,Water,NA,NA,NA
glutamine,C13-label-1,386.817,0,glutamine,-808.5669125,H1299,sphere,NA,C13 glucose
glutamine,C13-label-1,0,0,glutamine,-37.15422743,CFTr,monolayer,treated,C13 glucose
glutamine,C13-label-1,0,0,glutamine,-47.08344114,CFTr,monolayer,treated,Regular
glutamine,C13-label-1,0,0,glutamine,-672.2016953,QC,NA,NA,NA
glutamine,C13-label-1,0,0,glutamine,-18.49329077,CFTr,monolayer,NA,C13 glucose
glutamine,C13-label-1,744.8913,0,glutamine,-890.2131294,CFTr,Sphere,treated,C13 glucose
glutamine,C13-label-1,315.3398,0,glutamine,-582.6017206,H1299,sphere,NA,Regular
glutamine,C13-label-1,18.66667,0.0244,glutamine,5.983874933,CFTr,monolayer,treated,C13 glucose
glutamine,C13-label-1,230.7406,0,glutamine,-704.6195049,CFTr,Sphere,NA,C13 glucose
glutamine,C13-label-1,58.87758,0,glutamine,-4.248493226,CFTr,monolayer,treated,Regular
glutamine,C13-label-1,0,0,glutamine,-6.87690599,CFTr,monolayer,NA,C13 glucose
glutamine,C13-label-1,6,0,glutamine,-35.48704359,CFTr,monolayer,NA,Regular
glutamine,C13-label-1,0,0,glutamine,-14.0686928,H1299,monolayer,NA,C13 glucose
glutamine,C13-label-1,0,0,glutamine,-26.63861931,H1299,monolayer,NA,Regular
glutamine,C13-label-1,446.9727,0,glutamine,-685.888928,H1299,sphere,NA,C13 glucose
glutamine,C13-label-1,141.7576,0,glutamine,-520.8393093,QC,NA,NA,NA
glutamine,C13-label-1,0,0,glutamine,-6.893099272,H1299,monolayer,NA,C13 glucose
glutamine,C13-label-1,0,0,glutamine,-33.55664634,CFTr,monolayer,treated,Regular
glutamine,C13-label-1,579.4167,0,glutamine,-624.7861362,CFTr,Sphere,treated,Regular
glutamine,C13-label-1,1105.229,0,glutamine,-562.5217051,CFTr,Sphere,treated,C13 glucose
glutamine,C13-label-1,0,0,glutamine,-34.60530298,CFTr,monolayer,treated,C13 glucose
glutamine,C13-label-1,533.9811,0,glutamine,-867.01038,CFTr,Sphere,treated,C13 glucose
glutamine,C13-label-1,0,0,glutamine,-31.782222,H1299,monolayer,NA,C13 glucose
glutamine,C13-label-1,508.8112,0,glutamine,-1138.280954,CFTr,Sphere,treated,Regular
glutamine,C13-label-1,325.694,0,glutamine,-1099.58449,CFTr,Sphere,NA,Regular
glutamine,C13-label-1,143.3477,0,glutamine,-574.0738297,QC,NA,NA,NA
glutamine,C13-label-1,32,0.0246,glutamine,10.31328427,QC,NA,NA,NA
glutamine,C13-label-1,8,0.2965,glutamine,7.822469489,Water,NA,NA,NA
glutamine,C13-label-1,0,0,glutamine,-0.366225659,Metmix,NA,NA,NA
glutamine,C13-label-1,6.666667,0.3042,glutamine,6.213537084,ACN,NA,NA,NA
glutamine,C13-label-1,0,0,glutamine,-0.528992632,Water,NA,NA,NA
glutamine,C13-label-1,146.0697,0,glutamine,-910.4235079,CFTr,Sphere,NA,C13 glucose
glutamine,C13-label-1,0,0,glutamine,-10.12013324,CFTr,monolayer,NA,Regular
glutamine,C13-label-1,178.1423,0,glutamine,-491.2784573,QC,NA,NA,NA
glutamine,C13-label-1,537.8789,0,glutamine,-222.6965166,QC,NA,NA,NA
glutamine,C13-label-1,0,0,glutamine,-0.386571504,Metmix,NA,NA,NA
glutamine,C13-label-1,0,0,glutamine,-9.056473557,CFTr,monolayer,NA,Regular
glutamine,C13-label-1,575.9105,0,glutamine,-547.5638728,H1299,sphere,NA,C13 glucose
glutamine,C12 PARENT,31468.99,0.9985,glutamine,33540.58812,CFTr,Sphere,treated,Regular
glutamine,C12 PARENT,19848.37,1,glutamine,21154.98473,CFTr,Sphere,NA,Regular
glutamine,C12 PARENT,11999.72,0.9976,glutamine,12789.65947,H1299,sphere,NA,Regular
glutamine,C12 PARENT,21017.63,0.999,glutamine,22401.21692,H1299,sphere,NA,Regular
glutamine,C12 PARENT,434.422,0.8846,glutamine,463.0199245,H1299,monolayer,NA,Regular
glutamine,C12 PARENT,470.9281,0.9621,glutamine,501.9292147,CFTr,monolayer,NA,C13 glucose
glutamine,C12 PARENT,1009.401,0.9998,glutamine,1075.849692,H1299,monolayer,NA,Regular
glutamine,C12 PARENT,17724.76,0.9965,glutamine,18891.57786,CFTr,Sphere,NA,C13 glucose
glutamine,C12 PARENT,21107.9,1,glutamine,22497.42937,CFTr,Sphere,NA,Regular
glutamine,C12 PARENT,13211.9,0.999,glutamine,14081.63707,QC,NA,NA,NA
glutamine,C12 PARENT,23.81024,0.9998,glutamine,25.37766394,Water,NA,NA,NA
glutamine,C12 PARENT,19927.27,0.9928,glutamine,21239.07871,H1299,sphere,NA,C13 glucose
glutamine,C12 PARENT,608.7104,0.9738,glutamine,648.7816994,CFTr,monolayer,treated,C13 glucose
glutamine,C12 PARENT,771.3841,0.9998,glutamine,822.1641807,CFTr,monolayer,treated,Regular
glutamine,C12 PARENT,11012.91,0.9834,glutamine,11737.88794,QC,NA,NA,NA
glutamine,C12 PARENT,302.9819,0.9998,glutamine,322.9271456,CFTr,monolayer,NA,C13 glucose
glutamine,C12 PARENT,27448.77,0.9971,glutamine,29255.71774,CFTr,Sphere,treated,C13 glucose
glutamine,C12 PARENT,14990.81,0.9995,glutamine,15977.65241,H1299,sphere,NA,Regular
glutamine,C12 PARENT,224.3333,0.9756,glutamine,239.101122,CFTr,monolayer,treated,C13 glucose
glutamine,C12 PARENT,15528.86,0.9961,glutamine,16551.12214,CFTr,Sphere,NA,C13 glucose
glutamine,C12 PARENT,1086.407,0.9851,glutamine,1157.924983,CFTr,monolayer,treated,Regular
glutamine,C12 PARENT,112.6667,0.64,glutamine,120.0835292,CFTr,monolayer,NA,C13 glucose
glutamine,C12 PARENT,685.015,0.9998,glutamine,730.1094179,CFTr,monolayer,NA,Regular
glutamine,C12 PARENT,230.4922,0.9182,glutamine,245.6654613,H1299,monolayer,NA,C13 glucose
glutamine,C12 PARENT,436.4296,0.9642,glutamine,465.1596844,H1299,monolayer,NA,Regular
glutamine,C12 PARENT,18956.27,0.9835,glutamine,20204.15795,H1299,sphere,NA,C13 glucose
glutamine,C12 PARENT,10981.21,1,glutamine,11704.10114,QC,NA,NA,NA
glutamine,C12 PARENT,112.932,0.9469,glutamine,120.3662939,H1299,monolayer,NA,C13 glucose
glutamine,C12 PARENT,549.77,0.948,glutamine,585.9612632,CFTr,monolayer,treated,Regular
glutamine,C12 PARENT,20242.48,0.9928,glutamine,21575.03893,CFTr,Sphere,treated,Regular
glutamine,C12 PARENT,28303.04,1,glutamine,30166.22418,CFTr,Sphere,treated,C13 glucose
glutamine,C12 PARENT,566.9505,0.9998,glutamine,604.2727525,CFTr,monolayer,treated,C13 glucose
glutamine,C12 PARENT,23426.26,0.9954,glutamine,24968.40661,CFTr,Sphere,treated,C13 glucose
glutamine,C12 PARENT,520.699,0.9752,glutamine,554.9765243,H1299,monolayer,NA,C13 glucose
glutamine,C12 PARENT,27435.9,0.9979,glutamine,29242.00051,CFTr,Sphere,treated,Regular
glutamine,C12 PARENT,23639.53,0.984,glutamine,25195.71614,CFTr,Sphere,NA,Regular
glutamine,C12 PARENT,11880.83,0.9923,glutamine,12662.94297,QC,NA,NA,NA
glutamine,C12 PARENT,383.6667,0.9754,glutamine,408.9234119,QC,NA,NA,NA
glutamine,C12 PARENT,10,0.404,glutamine,10.65829826,Water,NA,NA,NA
glutamine,C12 PARENT,6,0.4106,glutamine,6.394978948,Metmix,NA,NA,NA
glutamine,C12 PARENT,13.33333,0.6957,glutamine,14.21106079,ACN,NA,NA,NA
glutamine,C12 PARENT,8.666667,0.9998,glutamine,9.237192177,Water,NA,NA,NA
glutamine,C12 PARENT,17438.37,0.996,glutamine,18586.33485,CFTr,Sphere,NA,C13 glucose
glutamine,C12 PARENT,165.8016,0.8915,glutamine,176.7162904,CFTr,monolayer,NA,Regular
glutamine,C12 PARENT,11125.26,0.996,glutamine,11857.63392,QC,NA,NA,NA
glutamine,C12 PARENT,12937.56,0.9988,glutamine,13789.23732,QC,NA,NA,NA
glutamine,C12 PARENT,6.333333,0.9998,glutamine,6.750255206,Metmix,NA,NA,NA
glutamine,C12 PARENT,148.3753,0.9998,glutamine,158.1428201,CFTr,monolayer,NA,Regular
glutamine,C12 PARENT,18916.77,0.9968,glutamine,20162.05767,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-5,29,0.004,hypoxanthine,28.95011133,CFTr,Sphere,treated,Regular
hypoxanthine,C13-label-5,9.666667,0.0008,hypoxanthine,9.119495019,CFTr,Sphere,NA,Regular
hypoxanthine,C13-label-5,7,0.0012,hypoxanthine,6.980594444,H1299,sphere,NA,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.172623711,H1299,sphere,NA,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,0.000789536,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-5,11,0.0039,hypoxanthine,10.84500192,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.030711667,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,-7.701876454,CFTr,Sphere,NA,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.163640069,CFTr,Sphere,NA,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.06875934,QC,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,-2.13E-06,Water,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,-8.865650859,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.147744294,CFTr,monolayer,treated,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.147857604,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-5,7,0.0008,hypoxanthine,4.806421062,QC,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.240921836,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-5,6.333333,0.0002,hypoxanthine,1.09372221,CFTr,Sphere,treated,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.036318999,H1299,sphere,NA,Regular
hypoxanthine,C13-label-5,12,0.0059,hypoxanthine,11.74726282,CFTr,monolayer,treated,C13 glucose
hypoxanthine,C13-label-5,7.333333,0.0023,hypoxanthine,7.157395402,CFTr,Sphere,NA,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.231056845,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.220367815,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.155749416,CFTr,monolayer,NA,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,-1.319997495,H1299,monolayer,NA,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.011712535,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-5,8.333333,0,hypoxanthine,-0.408942437,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-1.30304683,QC,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.922163735,H1299,monolayer,NA,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.013486017,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.318576018,CFTr,Sphere,treated,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,-2.413658296,CFTr,Sphere,treated,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,0.001721651,CFTr,monolayer,treated,C13 glucose
hypoxanthine,C13-label-5,13.66667,0.0019,hypoxanthine,12.45890406,CFTr,Sphere,treated,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.410401643,H1299,monolayer,NA,C13 glucose
hypoxanthine,C13-label-5,6,0.0009,hypoxanthine,5.321117823,CFTr,Sphere,treated,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,0.000566244,CFTr,Sphere,NA,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,-2.626207558,QC,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,0.000351792,QC,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.227994506,Water,NA,NA,NA
hypoxanthine,C13-label-5,13.33333,0.3927,hypoxanthine,13.37192038,Metmix,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,-3.56E-07,ACN,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,0,Water,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,-6.37550723,CFTr,Sphere,NA,C13 glucose
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.009890385,CFTr,monolayer,NA,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.775405038,QC,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,-3.842384779,QC,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,-7.30E-07,Metmix,NA,NA,NA
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.010443557,CFTr,monolayer,NA,Regular
hypoxanthine,C13-label-5,0,0,hypoxanthine,-0.235700711,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-4,11.33333,0.0016,hypoxanthine,11.48362163,CFTr,Sphere,treated,Regular
hypoxanthine,C13-label-4,48.20259,0.0045,hypoxanthine,48.80016313,CFTr,Sphere,NA,Regular
hypoxanthine,C13-label-4,0,0,hypoxanthine,-0.561714133,H1299,sphere,NA,Regular
hypoxanthine,C13-label-4,13.33333,0.002,hypoxanthine,13.39138027,H1299,sphere,NA,Regular
hypoxanthine,C13-label-4,0,0,hypoxanthine,-0.019494606,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-4,15.56499,0.0056,hypoxanthine,15.79390396,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-4,0,0,hypoxanthine,-0.357566703,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-4,642.1699,0.1027,hypoxanthine,651.088714,CFTr,Sphere,NA,C13 glucose
hypoxanthine,C13-label-4,14,0.0012,hypoxanthine,14.11290456,CFTr,Sphere,NA,Regular
hypoxanthine,C13-label-4,0,0,hypoxanthine,-1.278175389,QC,NA,NA,NA
hypoxanthine,C13-label-4,0,0,hypoxanthine,0.000147689,Water,NA,NA,NA
hypoxanthine,C13-label-4,724.8279,0.1275,hypoxanthine,732.9815945,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-4,12.33333,0.005,hypoxanthine,12.51893361,CFTr,monolayer,treated,C13 glucose
hypoxanthine,C13-label-4,12.33333,0.0026,hypoxanthine,12.51460438,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-4,177.3268,0.0289,hypoxanthine,178.5238245,QC,NA,NA,NA
hypoxanthine,C13-label-4,18,0.0098,hypoxanthine,17.92372205,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-4,408.8735,0.0815,hypoxanthine,410.2489159,CFTr,Sphere,treated,C13 glucose
hypoxanthine,C13-label-4,0,0,hypoxanthine,-0.550864651,H1299,sphere,NA,Regular
hypoxanthine,C13-label-4,19,0.0093,hypoxanthine,18.5043068,CFTr,monolayer,treated,C13 glucose
hypoxanthine,C13-label-4,0,0,hypoxanthine,-2.687652925,CFTr,Sphere,NA,C13 glucose
hypoxanthine,C13-label-4,19.33333,0.0043,hypoxanthine,19.58359584,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-4,14.66667,0.0066,hypoxanthine,14.19991251,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-4,13,0.0038,hypoxanthine,13.18379136,CFTr,monolayer,NA,Regular
hypoxanthine,C13-label-4,108.9991,0.0485,hypoxanthine,110.3907312,H1299,monolayer,NA,C13 glucose
hypoxanthine,C13-label-4,0,0,hypoxanthine,-0.205215013,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-4,708.1605,0.1268,hypoxanthine,714.6765719,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-4,103,0.0161,hypoxanthine,103.6123229,QC,NA,NA,NA
hypoxanthine,C13-label-4,75.9183,0.0513,hypoxanthine,76.76905376,H1299,monolayer,NA,C13 glucose
hypoxanthine,C13-label-4,0,0,hypoxanthine,-0.286466692,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-4,25.66667,0.005,hypoxanthine,25.73231899,CFTr,Sphere,treated,Regular
hypoxanthine,C13-label-4,201.7939,0.028,hypoxanthine,204.1243202,CFTr,Sphere,treated,C13 glucose
hypoxanthine,C13-label-4,0,0,hypoxanthine,-0.073044527,CFTr,monolayer,treated,C13 glucose
hypoxanthine,C13-label-4,86.66666,0.013,hypoxanthine,85.20560286,CFTr,Sphere,treated,C13 glucose
hypoxanthine,C13-label-4,30.11666,0.01,hypoxanthine,29.78904546,H1299,monolayer,NA,C13 glucose
hypoxanthine,C13-label-4,58.16162,0.0096,hypoxanthine,58.90929513,CFTr,Sphere,treated,Regular
hypoxanthine,C13-label-4,0,0,hypoxanthine,0.052788709,CFTr,Sphere,NA,Regular
hypoxanthine,C13-label-4,215.8315,0.0307,hypoxanthine,218.0037699,QC,NA,NA,NA
hypoxanthine,C13-label-4,0,0,hypoxanthine,-0.017587686,QC,NA,NA,NA
hypoxanthine,C13-label-4,19,0.5139,hypoxanthine,19.26696251,Water,NA,NA,NA
hypoxanthine,C13-label-4,0,0,hypoxanthine,0.000324716,Metmix,NA,NA,NA
hypoxanthine,C13-label-4,0,0,hypoxanthine,0.00002473,ACN,NA,NA,NA
hypoxanthine,C13-label-4,0,0,hypoxanthine,0,Water,NA,NA,NA
hypoxanthine,C13-label-4,517.3333,0.0783,hypoxanthine,522.1878748,CFTr,Sphere,NA,C13 glucose
hypoxanthine,C13-label-4,0,0,hypoxanthine,-0.226064184,CFTr,monolayer,NA,Regular
hypoxanthine,C13-label-4,64.73263,0.0105,hypoxanthine,65.6274046,QC,NA,NA,NA
hypoxanthine,C13-label-4,315.3213,0.0498,hypoxanthine,319.0106444,QC,NA,NA,NA
hypoxanthine,C13-label-4,0,0,hypoxanthine,5.06E-05,Metmix,NA,NA,NA
hypoxanthine,C13-label-4,0,0,hypoxanthine,-0.179496519,CFTr,monolayer,NA,Regular
hypoxanthine,C13-label-4,0,0,hypoxanthine,-3.28645838,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-3,0,0,hypoxanthine,-1.307394891,CFTr,Sphere,treated,Regular
hypoxanthine,C13-label-3,0,0,hypoxanthine,-2.853051453,CFTr,Sphere,NA,Regular
hypoxanthine,C13-label-3,22,0.0035,hypoxanthine,20.50015288,H1299,sphere,NA,Regular
hypoxanthine,C13-label-3,7,0.0011,hypoxanthine,7.146682731,H1299,sphere,NA,Regular
hypoxanthine,C13-label-3,0,0,hypoxanthine,-0.711125255,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-3,0,0,hypoxanthine,0.120610271,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-3,16.33333,0.0039,hypoxanthine,16.66045138,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-3,0,0,hypoxanthine,-3.405996739,CFTr,Sphere,NA,C13 glucose
hypoxanthine,C13-label-3,0,0,hypoxanthine,-3.444567317,CFTr,Sphere,NA,Regular
hypoxanthine,C13-label-3,39,0.0043,hypoxanthine,31.70847255,QC,NA,NA,NA
hypoxanthine,C13-label-3,0,0.0001,hypoxanthine,0.002429554,Water,NA,NA,NA
hypoxanthine,C13-label-3,88.85107,0.0157,hypoxanthine,90.18476901,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-3,0,0,hypoxanthine,0.013633555,CFTr,monolayer,treated,C13 glucose
hypoxanthine,C13-label-3,0,0,hypoxanthine,-0.024865097,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-3,46.66667,0.007,hypoxanthine,43.04193321,QC,NA,NA,NA
hypoxanthine,C13-label-3,13.33333,0.0072,hypoxanthine,13.03852059,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-3,183.7753,0.037,hypoxanthine,186.2126938,CFTr,Sphere,treated,C13 glucose
hypoxanthine,C13-label-3,20,0.003,hypoxanthine,18.19407078,H1299,sphere,NA,Regular
hypoxanthine,C13-label-3,31.41856,0.0157,hypoxanthine,31.28167111,CFTr,monolayer,treated,C13 glucose
hypoxanthine,C13-label-3,104.8347,0.0332,hypoxanthine,101.8477135,CFTr,Sphere,NA,C13 glucose
hypoxanthine,C13-label-3,0,0,hypoxanthine,-0.815187298,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-3,24.0922,0.0103,hypoxanthine,22.16555196,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-3,0,0,hypoxanthine,-0.154076312,CFTr,monolayer,NA,Regular
hypoxanthine,C13-label-3,6.666667,0.0029,hypoxanthine,6.648455276,H1299,monolayer,NA,C13 glucose
hypoxanthine,C13-label-3,6.666667,0.0017,hypoxanthine,5.55516597,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-3,140.4828,0.025,hypoxanthine,141.0012575,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-3,35.65387,0.0056,hypoxanthine,35.68116709,QC,NA,NA,NA
hypoxanthine,C13-label-3,7,0.0036,hypoxanthine,5.319371506,H1299,monolayer,NA,C13 glucose
hypoxanthine,C13-label-3,8,0.0014,hypoxanthine,5.828792387,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-3,7,0.0008,hypoxanthine,3.875452541,CFTr,Sphere,treated,Regular
hypoxanthine,C13-label-3,0,0,hypoxanthine,-10.88894871,CFTr,Sphere,treated,C13 glucose
hypoxanthine,C13-label-3,0,0,hypoxanthine,-1.898996513,CFTr,monolayer,treated,C13 glucose
hypoxanthine,C13-label-3,109.0063,0.0166,hypoxanthine,108.5898537,CFTr,Sphere,treated,C13 glucose
hypoxanthine,C13-label-3,26.46754,0.0082,hypoxanthine,24.30885025,H1299,monolayer,NA,C13 glucose
hypoxanthine,C13-label-3,0,0,hypoxanthine,-1.868297278,CFTr,Sphere,treated,Regular
hypoxanthine,C13-label-3,0,0,hypoxanthine,0.28277879,CFTr,Sphere,NA,Regular
hypoxanthine,C13-label-3,22.33333,0.0021,hypoxanthine,14.85975945,QC,NA,NA,NA
hypoxanthine,C13-label-3,0,0,hypoxanthine,-0.414878872,QC,NA,NA,NA
hypoxanthine,C13-label-3,0,0,hypoxanthine,0.000999487,Water,NA,NA,NA
hypoxanthine,C13-label-3,0,0,hypoxanthine,-0.008442354,Metmix,NA,NA,NA
hypoxanthine,C13-label-3,0,0.0001,hypoxanthine,0.000406821,ACN,NA,NA,NA
hypoxanthine,C13-label-3,0,0,hypoxanthine,0,Water,NA,NA,NA
hypoxanthine,C13-label-3,89.41422,0.0127,hypoxanthine,84.91150267,CFTr,Sphere,NA,C13 glucose
hypoxanthine,C13-label-3,6,0.0014,hypoxanthine,4.109714142,CFTr,monolayer,NA,Regular
hypoxanthine,C13-label-3,0,0,hypoxanthine,-0.953323879,QC,NA,NA,NA
hypoxanthine,C13-label-3,31.33333,0.0049,hypoxanthine,31.10331199,QC,NA,NA,NA
hypoxanthine,C13-label-3,0,0.0001,hypoxanthine,0.000833014,Metmix,NA,NA,NA
hypoxanthine,C13-label-3,6,0.0028,hypoxanthine,5.042215472,CFTr,monolayer,NA,Regular
hypoxanthine,C13-label-3,125,0.0303,hypoxanthine,120.5958488,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-2,31.17389,0.0007,hypoxanthine,5.158328202,CFTr,Sphere,treated,Regular
hypoxanthine,C13-label-2,80.46635,0.0049,hypoxanthine,52.96882556,CFTr,Sphere,NA,Regular
hypoxanthine,C13-label-2,50.25358,0.0046,hypoxanthine,26.43934859,H1299,sphere,NA,Regular
hypoxanthine,C13-label-2,0,0,hypoxanthine,-18.94207012,H1299,sphere,NA,Regular
hypoxanthine,C13-label-2,22.2226,0.0037,hypoxanthine,14.72693621,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-2,0,0,hypoxanthine,-3.245968788,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-2,0,0,hypoxanthine,-14.75437183,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-2,84.94633,0.0092,hypoxanthine,58.28223627,CFTr,Sphere,NA,C13 glucose
hypoxanthine,C13-label-2,90.69169,0.0044,hypoxanthine,52.37493319,CFTr,Sphere,NA,Regular
hypoxanthine,C13-label-2,237.2812,0.0307,hypoxanthine,228.0113009,QC,NA,NA,NA
hypoxanthine,C13-label-2,0,0,hypoxanthine,-0.033807852,Water,NA,NA,NA
hypoxanthine,C13-label-2,0,0,hypoxanthine,-44.28436574,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-2,0,0,hypoxanthine,-6.30700884,CFTr,monolayer,treated,C13 glucose
hypoxanthine,C13-label-2,6,0,hypoxanthine,-0.00903642,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-2,137.0367,0.0204,hypoxanthine,126.219857,QC,NA,NA,NA
hypoxanthine,C13-label-2,16.4689,0.0057,hypoxanthine,10.33087911,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-2,56.57198,0.0077,hypoxanthine,38.71298301,CFTr,Sphere,treated,C13 glucose
hypoxanthine,C13-label-2,66.66666,0.0089,hypoxanthine,53.72773555,H1299,sphere,NA,Regular
hypoxanthine,C13-label-2,23.66667,0.0079,hypoxanthine,15.81000222,CFTr,monolayer,treated,C13 glucose
hypoxanthine,C13-label-2,152.1394,0.0455,hypoxanthine,139.6980529,CFTr,Sphere,NA,C13 glucose
hypoxanthine,C13-label-2,25,0.0035,hypoxanthine,15.96350973,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-2,71.33334,0.0312,hypoxanthine,67.13813005,CFTr,monolayer,NA,C13 glucose
hypoxanthine,C13-label-2,7.666667,0.0007,hypoxanthine,2.561946937,CFTr,monolayer,NA,Regular
hypoxanthine,C13-label-2,0,0,hypoxanthine,-12.21368296,H1299,monolayer,NA,C13 glucose
hypoxanthine,C13-label-2,38,0.0098,hypoxanthine,32.39580317,H1299,monolayer,NA,Regular
hypoxanthine,C13-label-2,94,0.0167,hypoxanthine,93.87715409,H1299,sphere,NA,C13 glucose
hypoxanthine,C13-label-2,21.37746,0.0001,hypoxanthine,0.641604513,QC,NA,NA,NA
hypoxanthine,C13-label-2,41.66667,0.0175,hypoxanthine,26.09643279,H1299,monolayer,NA,C13 glucose
hypoxanthine,C13-label-2,69.77425,0.0153,hypoxanthine,63.81144555,CFTr,monolayer,treated,Regular
hypoxanthine,C13-label-2,93.42609,0.0159,hypoxanthine,82.23536453,CFTr,Sphere,treated,Regular
